BLOCK	UNIT	HHSIZE	HHPERA	HHPERB1	HHPERB2	HHPERD1	HHPERD2	HHPERE1	HHPERE2	HHPERF1	HHPERF2	HHPERG1	HHPERG2	HHPERH1	HHPERH2	NUEMPNIH	NUIRH	EMPINCH	INVSTH	GOVINCH	OTINCH	TOTINCH	DTYPEH	BUILTH	TENURH	MORGH	ROOMH	BROOMH	VALUEH	GROSRTH	OMPH	HMAGE	HMSEX	HMMTN	HMHLOS	HMOCC91	HMLFACT	HMWKSWK	HMEMPIN	SHMAGE	SHMSEX	SHMMTN	SHMHLOS	SHMOCC91	SHMLFACT	SHMWKSWK	SHMEMPIN
34	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	69330	401	0	0	69731	2	6	2	.	5	2	.	925	.	2	2	1	5	4	1	52	41014	.	.	.	.	.	.	.	.
34	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	61176	8529	600	2977	73282	1	5	1	1	6	3	210000	.	1204	3	1	1	5	12	1	52	46796	2	2	1	7	3	1	52	26486
34	3	5	0	1	2	0	0	1	1	0	0	0	0	0	0	3	3	66592	2928	4272	0	73792	1	5	1	2	7	4	250000	.	289	3	1	3	7	3	1	52	54357	1	2	3	7	3	1	40	17101
34	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	68054	1416	0	0	69470	1	2	2	.	5	2	.	778	.	2	2	1	7	4	1	52	40735	.	.	.	.	.	.	.	.
34	5	3	0	0	0	1	0	0	1	0	0	1	0	0	0	2	2	68974	450	2785	11359	83568	1	6	1	1	6	3	150000	.	560	6	1	1	1	10	12	36	49578	2	2	1	2	.	13	.	0
34	6	4	0	1	0	0	1	1	1	0	0	0	0	0	0	4	4	69200	0	633	0	69833	4	5	2	.	6	3	.	933	.	4	1	3	5	4	1	52	38633	1	2	3	5	11	1	52	27000
34	7	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	69000	0	5300	0	74300	6	5	1	1	8	2	120000	.	915	3	1	1	3	10	1	52	58800	1	2	1	3	10	1	16	15500
34	8	3	0	0	0	1	0	1	0	0	1	0	0	0	0	2	3	62000	7000	900	0	69900	1	2	1	1	4	2	200000	.	533	5	1	3	2	5	1	52	52000	1	2	3	2	.	13	.	900
35	1	3	0	0	0	0	1	1	1	0	0	0	0	0	0	2	2	68123	582	400	0	69105	1	3	1	1	10	3	401000	.	570	4	1	3	3	2	1	52	65285	1	2	1	3	.	13	.	0
35	2	4	0	0	0	0	1	1	1	0	0	0	0	0	1	3	4	68360	0	10719	0	79079	1	4	1	1	9	4	170000	.	1157	4	1	3	5	2	4	40	49012	1	2	3	5	13	1	52	16828
35	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	2	2	68325	0	8454	0	76779	1	2	2	.	6	2	.	883	.	1	1	1	5	4	1	52	30000	.	.	.	.	.	.	.	.
35	4	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	68000	150	400	0	68550	1	5	1	1	10	5	200000	.	1173	2	1	1	6	10	1	52	38500	1	2	1	6	5	1	52	30050
35	5	4	0	0	0	1	1	0	1	0	0	1	0	0	0	3	4	54631	13426	3121	0	71178	1	1	1	1	7	4	250000	.	854	6	1	3	7	.	13	.	9242	3	2	3	7	10	1	52	40515
35	6	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	67129	904	0	0	68033	1	3	1	1	5	3	150000	.	336	2	1	1	6	9	1	52	41755	4	2	1	5	11	1	52	26278
35	7	4	0	2	0	0	0	1	1	0	0	0	0	0	0	2	2	68000	0	800	3600	72400	1	5	1	1	6	3	120000	.	1242	3	1	1	7	8	1	52	43800	1	2	1	3	4	1	52	28600
35	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	67681	0	0	0	67681	5	4	1	2	8	4	395000	.	372	2	2	1	7	7	1	52	29681	4	1	1	5	11	1	52	38000
36	1	4	0	0	2	0	0	1	1	0	0	0	0	0	0	4	4	67400	200	800	0	68400	1	5	1	2	6	3	200000	.	338	3	1	1	5	2	1	49	43000	1	2	1	5	11	1	49	22000
36	2	6	0	1	0	1	1	2	1	0	0	0	0	0	0	5	5	67208	250	4112	0	71570	5	4	1	1	9	5	150000	.	699	5	1	3	1	13	1	52	16546	2	2	3	2	10	1	40	28150
36	3	3	0	0	0	0	0	1	2	0	0	0	0	0	0	2	3	65000	2400	7000	0	74400	1	5	1	2	10	4	250000	.	200	4	2	3	1	2	1	52	40200	1	1	3	1	.	13	.	5200
36	4	7	0	0	1	2	2	1	1	0	0	0	0	0	0	5	5	63000	4360	2903	8580	78843	1	6	1	1	10	5	200000	.	2218	4	1	3	3	12	1	40	37808	1	2	3	1	.	13	.	3885
36	5	4	1	1	0	0	0	1	1	0	0	0	0	0	0	2	2	67000	0	400	0	67400	1	3	1	1	6	3	200000	.	895	2	1	1	5	9	1	52	35400	1	2	1	7	3	3	52	32000
36	6	5	0	0	0	0	1	2	2	0	0	0	0	0	0	2	2	67000	0	0	0	67000	1	7	1	2	9	5	458000	.	583	5	1	3	4	4	1	48	40000	2	2	3	4	.	13	.	0
36	7	5	2	0	0	0	0	2	1	0	0	0	0	0	0	3	3	66623	0	10518	0	77141	1	3	2	.	9	4	.	900	.	2	1	1	3	12	1	50	25470	1	2	3	2	10	9	52	21671
36	8	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	66500	0	1200	0	67700	2	8	2	.	4	2	.	987	.	2	2	1	5	4	1	50	31700	.	.	.	.	.	.	.	.
37	1	3	0	0	1	0	0	1	1	0	0	0	0	0	0	3	3	66303	0	400	0	66703	1	3	1	2	8	1	110000	.	99	4	1	3	1	14	1	52	41257	1	2	3	2	10	1	52	22477
37	2	5	2	0	1	0	0	1	1	0	0	0	0	0	0	1	2	68000	-1750	967	0	67217	1	5	1	1	10	4	220000	.	825	2	2	1	7	.	13	.	-2500	4	1	1	7	2	1	52	69717
37	3	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	66000	0	800	0	66800	1	5	1	2	8	3	120000	.	236	3	1	3	5	12	1	52	46800	1	2	1	7	3	1	52	20000
37	4	3	0	0	0	0	0	1	2	0	0	0	0	0	0	3	3	66000	0	9000	0	75000	1	2	2	.	5	3	.	750	.	4	1	1	3	12	4	22	25000	1	2	1	2	10	1	52	30000
37	5	3	0	0	0	0	0	1	2	0	0	0	0	0	0	3	3	52627	12917	6895	0	72439	1	7	1	1	9	4	445000	.	1519	3	2	3	2	11	1	52	29975	1	1	1	3	11	1	52	26551
37	6	2	0	0	0	1	0	0	1	0	0	0	0	0	0	2	2	64000	1400	0	0	65400	1	7	1	1	9	4	407000	.	2218	1	1	3	6	8	1	0	55400	4	2	3	3	4	1	20	10000
37	7	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	63767	1565	800	0	66132	1	6	1	1	6	3	225000	.	1547	3	1	1	5	2	1	52	57632	1	2	1	7	3	1	52	8500
37	8	3	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2	65259	0	400	0	65659	1	5	1	1	8	4	175000	.	1474	3	1	1	2	12	1	52	44717	2	2	1	2	10	1	52	20942
38	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	65000	4320	0	69320	1	4	1	2	8	3	150000	.	354	6	1	3	1	.	13	.	34320	2	2	1	2	.	13	.	35000
38	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	65000	0	0	0	65000	6	6	1	2	5	2	140000	.	309	5	1	1	2	12	1	52	65000	1	2	1	2	.	13	.	0
38	3	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	63000	2000	800	6000	71800	1	5	1	2	10	4	389000	.	366	2	1	1	5	14	1	52	29000	4	2	1	5	11	1	52	42800
38	4	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	65000	0	0	0	65000	1	3	1	1	5	2	200000	.	1425	3	1	3	7	4	1	52	40000	1	2	3	7	7	2	52	25000
38	5	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	35000	30000	5890	6000	76890	1	4	1	2	9	5	180000	.	245	5	1	2	1	12	12	50	44142	1	2	2	1	.	13	.	32748
38	6	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	61750	3248	1156	0	66154	1	2	1	2	9	3	443000	.	300	3	1	1	5	9	1	48	63386	1	2	1	3	8	12	8	2768
38	7	4	1	1	0	0	0	1	1	0	0	0	0	0	0	2	2	63700	1000	800	0	65500	1	4	1	1	10	3	250000	.	2218	2	1	1	7	2	1	52	47800	1	2	1	7	7	1	52	17700
38	8	3	0	1	0	0	0	0	1	1	0	0	0	0	0	2	2	64000	600	400	0	65000	1	6	1	1	7	3	200000	.	851	5	1	1	5	9	1	52	47400	3	2	1	3	2	1	52	17600
39	1	4	0	0	2	0	0	1	1	0	0	0	0	0	0	2	2	64000	500	800	0	65300	1	7	1	1	10	3	220000	.	923	3	1	1	4	14	1	52	52000	1	2	1	2	10	1	52	13300
39	2	5	0	1	1	0	0	1	1	0	1	0	0	0	0	2	3	62302	1994	8815	0	73111	1	7	1	1	9	5	285000	.	1087	3	1	3	5	9	1	52	48359	1	2	3	5	3	1	30	16610
39	3	4	1	0	1	0	0	1	1	0	0	0	0	0	0	2	2	64029	236	800	0	65065	1	6	1	1	7	3	165000	.	1223	3	1	4	3	12	2	52	33349	1	2	1	3	2	2	52	31716
39	4	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	64156	0	4301	0	68457	1	1	1	1	8	4	130000	.	1331	3	1	1	2	11	9	32	24771	1	2	1	2	5	1	52	43686
39	5	6	1	0	1	0	0	1	1	0	0	1	1	0	0	4	4	64100	0	5100	0	69200	1	6	1	1	3	1	200000	.	871	3	1	3	3	13	1	52	25100	1	2	3	3	8	1	52	21600
39	6	3	0	1	0	0	0	1	1	0	0	0	0	0	0	2	2	64000	0	400	0	64400	1	5	1	1	9	4	408000	.	1109	5	1	1	2	2	1	52	40400	2	2	1	2	10	1	52	24000
39	7	5	0	2	1	0	0	1	1	0	0	0	0	0	0	2	2	64000	0	1229	0	65229	1	7	1	2	8	4	250000	.	307	3	1	1	7	2	1	52	61229	1	2	1	7	4	1	52	4000
39	8	4	0	0	0	2	0	1	1	0	0	0	0	0	0	4	4	64000	0	5600	0	69600	5	1	1	1	5	3	200000	.	2218	4	2	1	7	3	1	52	30000	1	1	1	7	9	1	12	4600
40	1	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	62000	1800	3400	0	67200	1	2	1	1	7	3	369000	.	1305	2	1	1	7	3	1	52	40700	1	2	1	7	13	1	26	26500
40	2	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	63540	131	6585	1687	71943	1	7	1	1	8	3	210000	.	1015	3	1	1	5	6	1	52	53116	2	2	1	3	4	9	4	18827
40	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	60154	3498	0	0	63652	2	7	2	.	4	1	.	1139	.	5	1	1	5	6	1	52	38592	3	2	1	3	10	1	52	25060
40	4	4	0	0	0	1	1	1	1	0	0	0	0	0	0	4	4	63620	0	2400	0	66020	1	5	1	2	8	3	260000	.	158	4	1	3	1	6	1	40	37400	2	2	3	1	8	1	44	18620
40	5	4	0	0	2	0	0	1	1	0	0	0	0	0	0	4	4	63600	0	800	0	64400	1	1	1	1	6	2	200000	.	405	3	1	1	4	12	1	52	45800	1	2	1	4	11	10	44	15000
40	6	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	63253	340	400	0	63993	1	3	1	2	8	3	285000	.	197	3	1	1	5	4	1	52	48585	2	2	1	3	10	2	50	15408
40	7	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	59586	3618	7536	0	70740	1	5	1	1	7	4	140000	.	1118	5	2	1	7	2	1	52	59586	.	.	.	.	.	.	.	.
40	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	63000	0	0	0	63000	1	4	1	1	9	3	220000	.	1046	4	1	1	7	11	1	45	38500	1	2	1	5	7	1	50	24500
41	1	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	63000	0	800	0	63800	4	6	1	1	5	3	190000	.	1525	3	1	3	5	4	1	52	60800	1	2	3	5	.	8	.	3000
41	2	4	1	1	0	0	0	1	1	0	0	0	0	0	0	2	2	63000	0	800	0	63800	1	6	1	1	8	3	140000	.	1009	2	1	1	2	12	1	52	28000	1	2	1	3	7	1	50	35800
41	3	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	62893	0	0	0	62893	4	2	2	.	5	1	.	733	.	3	1	1	7	7	1	52	30000	2	2	1	5	2	1	52	32893
41	4	5	0	0	1	1	1	1	1	0	0	0	0	0	0	3	4	37300	25500	400	0	63200	1	2	1	2	10	5	378000	.	217	5	1	1	7	.	13	.	20000	2	2	1	3	10	1	52	31400
41	5	3	0	0	0	0	1	1	1	0	0	0	0	0	0	3	3	62800	0	400	0	63200	1	3	1	1	7	3	392000	.	2218	4	2	1	5	2	1	48	30000	1	1	1	3	2	1	48	30400
41	6	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	60640	2057	0	0	62697	4	4	2	.	7	4	.	1330	.	2	1	1	5	6	1	40	22197	.	.	.	.	.	.	.	.
41	7	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	62414	92	800	0	63306	1	5	1	1	8	3	160000	.	1012	3	1	1	5	9	1	52	43324	1	2	1	5	12	1	50	19982
41	8	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	62500	0	400	0	62900	1	7	1	1	6	3	185000	.	1328	2	1	1	3	4	1	52	43400	1	2	1	3	10	1	35	19500
42	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	60000	2500	0	0	62500	1	3	1	1	7	2	260000	.	2218	2	1	3	7	3	1	52	26300	1	2	3	5	5	1	52	36200
42	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	60761	1702	0	300	62763	6	5	1	1	7	3	130000	.	901	3	1	1	7	3	1	52	57957	.	.	.	.	.	.	.	.
42	3	5	0	1	0	0	0	0	3	1	0	0	0	0	0	4	4	61950	419	21274	0	83643	1	4	1	1	10	5	418000	.	983	5	1	3	5	1	1	52	24000	2	2	3	1	7	1	52	16800
42	4	4	1	0	0	0	1	1	1	0	0	0	0	0	0	3	3	62000	0	400	0	62400	1	7	1	1	6	3	180000	.	1100	3	1	3	5	8	1	52	50400	1	2	3	1	11	12	35	10000
42	5	4	0	0	0	2	0	1	1	0	0	0	0	0	0	4	4	61928	0	167	0	62095	1	2	1	2	9	3	146000	.	215	4	1	1	4	14	1	52	38232	1	2	1	4	11	1	52	11292
42	6	4	0	0	0	0	1	2	1	0	0	0	0	0	0	4	4	61900	0	4000	0	65900	1	5	1	1	9	5	180000	.	883	4	1	1	5	2	1	52	42000	1	2	3	5	8	1	52	3700
42	7	3	0	0	0	0	0	2	0	0	0	0	1	0	0	3	3	55225	6527	7973	0	69725	1	4	1	1	6	3	20000	.	878	6	2	8	1	3	12	30	13404	.	.	.	.	.	.	.	.
42	8	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	61740	0	1779	0	63519	1	5	1	1	10	5	200000	.	783	3	2	1	5	5	1	42	28312	1	1	1	5	9	1	52	35207
43	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	61611	0	0	0	61611	1	5	1	1	7	3	150000	.	1097	4	1	1	3	2	1	49	44591	1	2	1	3	7	4	50	17020
43	2	6	0	1	0	1	1	1	1	0	0	0	1	0	0	4	5	61350	0	10093	0	71443	1	2	1	1	9	5	409000	.	1200	4	1	3	5	6	1	50	40400	1	2	3	4	10	1	50	20000
43	3	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	61304	0	0	0	61304	2	4	2	.	3	1	.	832	.	1	2	1	5	4	1	52	15888	4	1	1	5	4	1	52	45416
43	4	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	61300	0	0	0	61300	1	6	1	1	7	3	245000	.	1540	2	1	1	7	7	1	52	37300	1	2	1	6	10	1	52	24000
43	5	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	61200	0	0	0	61200	4	5	1	1	7	2	210000	.	2218	3	1	1	7	11	1	52	57000	2	2	5	7	11	1	52	4200
43	6	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	58140	3000	768	0	61908	1	3	1	2	9	3	240000	.	254	4	1	1	5	3	1	40	31568	1	2	1	4	10	1	52	30340
43	7	3	0	0	0	0	0	1	1	0	0	1	0	0	0	2	3	61000	0	4000	0	65000	1	4	1	2	6	3	180000	.	308	6	1	3	2	.	13	.	4000	2	2	3	2	14	1	48	21000
43	8	5	0	0	3	0	0	1	1	0	0	0	0	0	0	2	2	61000	0	1364	0	62364	1	5	1	1	10	4	250000	.	1342	3	1	1	3	12	1	48	49364	1	2	1	3	10	1	52	13000
44	1	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	61000	0	400	0	61400	1	3	1	1	5	3	180000	.	1074	2	2	1	6	10	1	13	6000	4	1	3	7	4	1	52	55400
44	2	4	0	2	0	0	0	1	1	0	0	0	0	0	0	2	2	59800	1100	7800	0	68700	1	5	1	2	7	3	250000	.	118	3	1	1	4	2	1	52	46900	1	2	1	7	3	11	16	21800
44	3	4	0	0	1	1	0	1	1	0	0	0	0	0	0	2	4	58517	2271	567	0	61355	1	4	1	2	9	4	200000	.	227	5	1	1	5	5	1	52	54545	2	2	1	5	10	1	0	911
44	4	4	0	2	0	0	0	1	1	0	0	0	0	0	0	1	2	60286	424	913	0	61623	1	5	1	2	8	3	250000	.	269	3	1	1	5	9	1	52	61199	1	2	1	3	.	13	.	424
44	5	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	60468	0	0	0	60468	1	5	1	2	10	5	250000	.	213	4	1	1	4	13	1	52	30234	1	2	1	3	7	1	52	30234
44	6	4	0	1	1	0	0	1	1	0	0	0	0	0	0	1	2	52824	7527	800	0	61151	1	5	1	2	10	4	250000	.	416	4	1	1	7	3	1	38	59513	2	2	1	7	3	11	0	1638
44	7	3	0	0	0	0	0	0	0	0	0	0	2	1	0	2	3	60000	177	17228	2129	79534	1	6	1	2	8	3	150000	.	196	6	2	1	2	.	13	.	30148	.	.	.	.	.	.	.	.
44	8	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	40000	20000	8240	24000	92240	6	7	1	1	5	2	225000	.	773	6	1	1	2	.	13	.	47240	3	2	1	7	3	1	37	45000
45	1	5	0	2	1	0	0	1	1	0	0	0	0	0	0	2	2	60000	0	1612	0	61612	1	6	1	1	8	3	190000	.	2218	2	1	1	2	12	1	52	35612	1	2	1	5	3	1	52	26000
45	2	4	0	0	2	0	0	1	1	0	0	0	0	0	0	2	2	60000	0	800	0	60800	1	7	1	1	10	3	362000	.	1354	3	2	1	5	11	1	20	9000	1	1	1	7	11	1	52	51800
45	3	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	60000	0	1800	0	61800	1	5	1	1	8	3	240000	.	708	3	1	3	5	3	9	40	40800	1	2	1	5	8	1	40	21000
45	4	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	60000	0	2000	0	62000	1	5	1	1	6	2	250000	.	1150	4	1	1	3	9	1	52	60000	1	2	3	3	11	11	0	2000
45	5	4	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	60000	0	800	0	60800	1	6	1	1	8	3	280000	.	1113	3	1	1	6	3	1	52	60800	1	2	1	5	.	13	.	0
45	6	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	60000	0	910	0	60910	2	5	2	.	5	2	.	821	.	1	2	1	4	7	1	41	28910	.	.	.	.	.	.	.	.
45	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	60000	0	0	0	60000	5	4	2	.	2	0	.	910	.	2	1	1	5	9	1	50	60000	.	.	.	.	.	.	.	.
45	8	3	1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	49000	10600	11633	0	71233	5	5	2	.	5	3	.	908	.	2	1	1	3	6	1	50	64733	2	2	1	3	13	12	2	6500
46	1	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	59574	0	800	0	60374	1	2	2	.	9	3	.	1913	.	2	2	1	7	3	1	20	20156	1	1	1	7	4	1	20	40218
46	2	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	58441	1091	4152	0	63684	1	7	1	2	9	3	407000	.	244	2	1	1	7	3	1	52	47001	1	2	1	7	3	2	20	16683
46	3	4	0	0	0	2	0	1	1	0	0	0	0	0	0	4	4	59400	0	18665	0	78065	1	7	1	1	8	3	250000	.	740	4	1	3	5	6	1	52	30665	1	2	3	3	10	1	52	22000
46	4	5	0	2	1	0	0	1	1	0	0	0	0	0	0	2	2	58873	419	1441	0	60733	1	3	1	1	10	5	155000	.	618	3	1	1	3	14	1	52	43600	1	2	1	5	7	1	52	17133
46	5	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	59000	0	0	0	59000	1	7	1	1	7	3	175000	.	1200	2	1	1	4	8	1	52	38000	1	2	3	4	10	1	48	21000
46	6	3	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	59000	0	400	0	59400	1	5	1	1	8	3	140000	.	1029	2	1	1	4	12	1	52	41400	1	2	3	2	8	1	52	18000
46	7	3	0	1	0	0	0	1	1	0	0	0	0	0	0	2	2	59000	0	400	0	59400	1	5	1	1	10	4	190000	.	1134	4	1	1	2	8	1	52	35400	1	2	1	2	14	1	52	24000
46	8	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	58988	0	0	0	58988	1	7	1	1	6	4	160000	.	619	4	1	3	5	12	1	48	50000	1	2	3	3	8	1	48	2988
47	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	58588	16928	36435	111951	1	4	1	2	8	3	381000	.	360	6	1	1	3	.	13	.	68354	1	2	1	3	.	13	.	43597
47	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	58137	366	3724	0	62227	1	4	1	2	6	3	250000	.	214	6	1	1	2	8	1	52	58351	1	2	1	2	10	11	2	3876
47	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	58224	0	0	0	58224	2	5	1	2	3	1	130000	.	235	5	1	3	2	8	1	52	58224	.	.	.	.	.	.	.	.
47	4	7	1	0	1	0	0	2	3	0	0	0	0	0	0	5	5	57380	743	18638	0	76761	1	5	1	1	10	5	190000	.	897	2	2	3	2	14	1	52	16000	1	1	3	3	9	1	52	22440
47	5	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	58000	0	975	0	58975	1	4	1	1	10	3	140000	.	1306	3	1	1	3	2	1	50	50975	1	2	1	3	11	11	44	8000
47	6	5	0	0	0	1	1	1	1	0	0	0	1	0	0	3	3	61000	-3000	0	0	58000	1	6	1	1	10	5	250000	.	1617	4	1	3	6	9	1	49	28000	1	2	3	6	11	1	49	25000
47	7	4	0	0	0	1	1	1	1	0	0	0	0	0	0	4	4	58000	0	450	0	58450	1	1	2	.	6	3	.	1000	.	4	1	1	6	12	1	45	18450	2	2	1	2	13	2	52	14000
47	8	3	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	58000	0	400	0	58400	1	3	1	1	7	2	376000	.	2218	3	1	1	6	10	1	52	0	1	2	1	7	1	1	52	58400
48	1	4	0	0	2	0	0	1	1	0	0	0	0	0	0	3	3	64700	-7000	800	0	58500	1	6	1	1	6	3	180000	.	1208	3	1	1	5	4	1	52	36800	1	2	1	7	3	1	52	20000
48	2	4	0	1	1	0	0	1	1	0	0	0	0	0	0	2	2	57355	120	5435	0	62910	1	6	1	1	7	3	200000	.	1386	4	1	3	3	14	1	38	27009	2	2	1	3	10	1	52	35901
48	3	4	0	0	0	0	0	0	1	1	1	0	0	0	1	2	3	54239	3073	9669	0	66981	1	4	1	2	5	3	280000	.	194	5	1	3	2	12	1	52	23251	1	2	3	4	.	13	.	0
48	4	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	50000	7000	8500	6000	71500	1	5	1	2	6	2	160000	.	212	5	1	1	3	.	13	.	18000	1	2	1	7	3	1	52	53500
48	5	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	57000	0	400	0	57400	1	1	1	1	6	3	180000	.	1535	3	2	1	6	10	2	52	27000	1	1	3	2	3	1	52	30400
48	6	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	57000	0	600	0	57600	5	2	2	.	4	1	.	800	.	3	1	1	7	3	1	52	40000	.	.	.	.	.	.	.	.
48	7	5	0	0	3	0	0	1	1	0	0	0	0	0	0	2	2	57000	0	800	0	57800	1	4	1	1	8	3	170000	.	1278	3	1	1	2	12	1	52	47800	2	2	1	4	7	5	48	10000
48	8	4	0	2	0	0	0	1	1	0	0	0	0	0	0	3	3	57000	0	800	0	57800	5	3	2	.	6	3	.	975	.	2	1	1	6	12	1	52	40800	4	2	1	2	13	1	52	15000
49	1	4	0	2	0	0	0	1	1	0	0	0	0	0	0	2	2	57000	0	800	0	57800	5	7	1	1	9	5	195000	.	1167	3	1	1	5	7	1	52	45800	1	2	3	7	11	1	50	12000
49	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	56972	0	1899	0	58871	1	3	1	2	7	4	178000	.	171	2	1	3	4	8	1	48	37500	1	2	3	5	7	1	44	21371
49	3	3	0	0	0	1	0	1	1	0	0	0	0	0	0	3	3	56800	0	1744	0	58544	1	7	1	1	8	3	235000	.	1122	4	1	3	7	3	1	52	50100	1	2	1	3	2	1	26	-1000
49	4	4	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	56117	500	3600	0	60217	1	2	1	2	7	3	250000	.	203	4	1	1	4	2	1	52	37217	2	2	1	3	11	1	45	23000
49	5	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	56240	118	0	0	56358	1	3	1	2	9	1	432000	.	299	5	1	1	7	3	1	52	18000	2	2	1	7	3	1	52	38358
49	6	5	0	0	2	2	1	0	0	0	0	0	0	0	0	4	4	56350	0	6413	0	62763	1	4	2	.	4	2	.	600	.	1	1	1	2	9	1	40	26913	1	2	1	2	11	1	40	8000
49	7	4	1	0	1	0	0	1	1	0	0	0	0	0	0	2	2	55707	553	800	0	57060	1	6	1	1	9	4	260000	.	1275	2	1	1	3	2	1	52	27264	1	2	1	5	3	1	52	29796
49	8	8	1	3	1	1	0	1	1	0	0	0	0	0	0	4	4	51273	4828	2253	0	58354	1	6	1	2	8	4	395000	.	353	4	1	3	1	9	1	52	39785	2	2	3	1	11	1	52	11500
50	1	4	0	1	0	0	1	1	1	0	0	0	0	0	0	3	3	56000	0	800	0	56800	1	5	1	1	8	3	145000	.	1212	3	1	1	3	8	1	52	52800	1	2	1	3	13	12	10	2000
50	2	5	3	0	0	0	0	1	1	0	0	0	0	0	0	2	2	54247	1625	1595	0	57467	1	7	1	1	9	4	444000	.	903	3	1	3	4	3	1	52	25562	1	2	3	4	10	1	52	31905
50	3	5	0	0	0	0	1	1	1	0	0	0	0	0	2	3	5	40289	15569	19338	0	75196	1	5	1	2	8	5	265000	.	317	5	1	5	4	11	1	52	29308	2	2	3	2	14	1	52	22532
50	4	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	53030	2449	0	0	55479	5	2	2	.	4	2	.	500	.	2	1	1	7	4	1	52	19962	1	2	1	7	2	1	40	35517
50	5	4	0	0	0	1	0	0	1	0	0	1	0	0	1	3	4	52129	3231	17763	4999	78122	1	4	1	1	6	3	150000	.	714	6	1	3	3	13	1	15	38290	3	2	3	2	13	1	48	20002
50	6	4	0	0	2	0	0	1	1	0	0	0	0	0	0	1	2	35441	19686	800	13772	69699	1	3	1	2	7	4	190000	.	221	4	1	1	7	3	1	52	67208	1	2	1	7	.	13	.	2491
